id;name;Price [CZK];Price without VAT [CZK];Rating;rating_count;availability;"Display size [""]";Display resolution;Panel type;Display type;Aspect Ratio;Display refresh rate [Hz];Luminosity [Nits];Colour coverage and certification;Processor type;AMD processor generation;Processor model number;Number of processor cores;Processor frequency [GHz];Core boost frequency [GHz];TDP [W];Cache processor [MB];CPU features;Size of operational RAM [GB];Memory type;Memory frequency [MHz];Number of installed slots;Total number of slots;Graphics card type;Graphics card brand;Model graphics cards;Operating system;Storage Type;Storage capacity [GB];Drive interfaces;SSD capacity [GB];Number of occupied slots M.2;Slots in total M.2;Equipment;Webcam;USB-C charging;Charging connector;Battery capacity [Wh];Charging power [W];Maximum battery capacity [h];Construction material;Convertibility;Colour;Weight [kg];Data;Graphical output ports;Network;Audio;USB-C;USB 3.2 Gen 1 (USB 3.0);Bluetooth;WiFi;WiFi version;Optical drive;Width [mm];Maximum height [mm];Depth [mm];Keyboard language;Laptop Series;Certification;Extended warranty;Package includes;Country;Special event;Intel processor generation;Graphics card memory [GB];Maximum Graphic Power (TGP) [W];Boost clock [MHz];"Number of occupied slots 2.5""";"Slots in total 2.5""";Number of cells;Thunderbolt / USB 4;USB 3.2 Gen 2;Standby time [h];Lease;Processor model;USB 2.0;Number of free slots;Number of stream processors;GPU Passmark;HDD capacity [GB];Other interfaces;USB 3.2 Gen 2x2;Intel Optane [GB]
1230;HP EliteBook 860 G10  3 roky ONSITE servis;33990.0;28091.0;;;In stock > 5 pcs;16.0;1920 × 1200 p× px;IPS;Anti-Glare;16:10;;400.0;;Intel Core i5;;Intel Core i5 1340P Raptor Lake;12.0;;4.6;;12.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];16.0;DDR5;4.8;2.0;2.0;['Integrated'];Intel;Iris Xe Graphics;['Windows 11 Pro'];['SSD'];512.0;PCIe NVMe;512.0;;;['Backlit keyboard', 'Numeric keyboard', 'Fingerprint Reader', 'Operating system'];5 Mpx;Can be charged via USB-C;;76.0;100.0;;;Rigid (classic laptop);['Silver'];1.73;Thunderbolt 4;HDMI;;['Combo Audio Jack'];2.0;2.0;Bluetooth v5.3;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;358.7;19.2;251.0;['CZ'];;;;['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;6.0;;;;;;;;;;;;;
1231;Lenovo Legion Pro 5 16IRX8 Onyx Grey kovový (záruka na 3 roky po registraci);39989.0;33049.0;4.5;8.0;In stock 3 pcs;16.0;2560 × 1600 p× px;IPS;Anti-Glare;16:10;240.0;500.0;['100% DCI-P3', 'DisplayHDR'];Intel Core i7;;Intel Core i7 13700HX Raptor Lake;16.0;2.1;5.0;157.0;30.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];16.0;DDR5;4.8;2.0;2.0;['Dedicated'];NVIDIA GeForce;RTX 4060;['Without Operating System'];['SSD'];1000.0;PCIe NVMe;1000.0;1.0;2.0;['MUX Switch', 'TPM 2.0', 'Nvidia G-SYNC', 'RGB backlit keyboard'];1080 p;Can be charged via USB-C;Lenovo Slim Tip;80.0;300.0;6.5;['Metal', 'Plastic'];Rigid (classic laptop);['Black'];2.55;USB-C;HDMI, USB-C;['RJ-45 (LAN)'];['Combo Audio Jack'];2.0;4.0;Bluetooth v5.1;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;363.4;26.75;260.35;['CZ', 'SK'];Lenovo Legion;['TÜV Low Blue Light', 'Windows 11 compatible'];['No extended warranty'];['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Raptor Lake (13th generation);8.0;140.0;2.37;;;;;;;;;;;;;;;;
1232;Acer Swift X 14 Steel Gray celokovový + rozšíření záruky na 3 roky po registraci;44990.0;37182.0;;;In stock > 5 pcs;14.5;2880 × 1800 p× px;OLED;Glossy;16:10;120.0;400.0;['100% sRGB'];Intel Core i7;;Intel Core i7 13700H Raptor Lake;14.0;3.7;5.0;45.0;24.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];32.0;LPDDR5;;;;['Dedicated'];NVIDIA GeForce;RTX 4050;['Windows 11 Pro'];['SSD'];1000.0;PCIe NVMe;1000.0;1.0;1.0;['Backlit keyboard', 'Memory Card Reader', 'Operating system'];1080 p;Can be charged via USB-C;;76.0;100.0;10.0;['All-metal (unibody)'];Rigid (classic laptop);['Grey'];1.55;USB-C, Thunderbolt 4;HDMI, USB-C;;['Headphone input', 'Microphone input'];;1.0;Bluetooth v5.1;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;322.79;17.9;228.12;['CZ', 'SK'];Acer Swift;['NVIDIA RTX Studio'];['No extended warranty'];['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Raptor Lake (13th generation);6.0;;;;;4.0;2.0;1.0;;;;;;;;;;;
1233;Lenovo Legion 7 16IAX7 Storm Grey/Black all-metal (záruka 3 roky Premium Care On-Site po registraci);62999.0;52065.0;4.0;1.0;In stock 1 pcs;16.0;2560 × 1600 p× px;IPS;Anti-Glare;16:10;165.0;500.0;['100% DCI-P3', 'DisplayHDR'];Intel Core i7;;Intel Core i7 12800HX Alder Lake;16.0;1.5;4.8;55.0;25.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];32.0;DDR5;4.8;2.0;2.0;['Gaming'];NVIDIA GeForce;RTX 3070 Ti;['Windows 11 Home'];['SSD'];1000.0;PCIe NVMe;1000.0;1.0;2.0;['Numeric keyboard', 'Fingerprint Reader', 'Operating system', 'TPM 2.0', 'RGB backlit keyboard'];1080 p;Can be charged via USB-C;Lenovo Slim Tip;99.99;300.0;9.8;['All-metal (unibody)'];Rigid (classic laptop);['Grey'];2.53;USB-C, Thunderbolt 4;HDMI, USB-C;['RJ-45 (LAN)'];['Combo Audio Jack'];2.0;2.0;Bluetooth v5.1;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;358.1;19.4;263.5;['CZ', 'SK'];Lenovo Legion;['Windows 11 compatible'];['On-site'];['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;Alder Lake (12th generation);8.0;150.0;1.485;;;;2.0;;;;;;;;;;;;
1234;Dell XPS 17 9730 + Microsoft 365 Personal 1rok zdarma;100690.0;83215.0;;;In stock 2 pcs at the partner's;17.0;3840 × 2400 p× px;WVA;Anti-Glare;16:10;60.0;500.0;['100% Adobe RGB'];Intel Core i9;;Intel Core i9 13900H Raptor Lake;14.0;1.9;5.4;45.0;24.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];32.0;DDR5;4.8;2.0;2.0;['Dedicated'];NVIDIA GeForce;RTX 4070;['Windows 11 Pro'];['SSD'];1000.0;PCIe NVMe;1000.0;1.0;1.0;['Backlit keyboard', 'Touch display', 'Fingerprint Reader', 'Memory Card Reader', 'Operating system', 'TPM 2.0'];720 p;Can be charged via USB-C;USB-C;97.0;130.0;;;Rigid (classic laptop);['Silver'];2.57;Thunderbolt 4;USB-C;;['Combo Audio Jack'];;;Bluetooth v5.3;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;374.48;13.15;248.08;['CZ', 'SK'];Dell XPS;['Windows 11 compatible'];['On-site'];['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Raptor Lake (13th generation);8.0;115.0;2.175;;;6.0;4.0;;;;;;;;;;;;
1235;HP Pavilion 15-eg2052nc Blue kovový  Záruka 3 roky;24990.0;20653.0;;;In stock 1 pcs;15.6;1920 × 1080 p× px;IPS;Anti-Glare;16:9;60.0;300.0;;Intel Core i7;;Intel Core i7 1255U Alder Lake;10.0;1.2;4.7;15.0;12.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];16.0;DDR4;3200.0;2.0;2.0;['Dedicated'];NVIDIA GeForce;MX550;['Without Operating System'];['SSD'];1000.0;PCIe NVMe;1000.0;;1.0;['Backlit keyboard', 'Numeric keyboard', 'TPM 2.0'];720 p;Can be charged via USB-C;;41.0;65.0;;['Metal', 'Plastic'];Rigid (classic laptop);['Blue'];1.75;Thunderbolt 4;HDMI, USB-C;;['Combo Audio Jack'];1.0;2.0;Bluetooth v5.3;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;360.2;17.9;234.0;['CZ', 'SK'];HP Pavilion;['Windows 11 compatible'];;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Alder Lake (12th generation);2.0;;;;;3.0;;;6.5;;;;;;;;;;
1236;"MacBook Pro 13"" M2 SK 2022 Vesmírně šedý";44990.0;37182.0;5.0;1.0;In stock 1 pcs;13.3;2560 × 1600 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;;['Automatic Overclocking', 'HyperThreading', 'Low energy consumption', 'Virtualization Support'];8.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];512.0;;512.0;;;['Backlit keyboard', 'Operating system'];720 p;Can be charged via USB-C;;58.0;;;['All-metal (unibody)'];Rigid (classic laptop);['Dark grey'];1.4;;;;;2.0;;Bluetooth v5.0;['WiFi 802.11ac', 'WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.1;15.6;212.4;['SK'];Apple MacBook Pro;;;;;Digital student SK;;;;;;;;2.0;;20.0;;M2;;;;;;;;
1237;Microsoft Surface Go 3 128GB 8GB Platinum - EDU version for schools;15990.0;13215.0;;;In stock > 5 pcs;10.51;1920 × 1280 p× px;;Glossy;3:2;;;;Intel Pentium;;Intel Pentium 6500Y Amber Lake Y;2.0;1.1;3.4;5.0;4.0;['Automatic Overclocking', 'HyperThreading', 'Low energy consumption', 'Virtualization Support'];8.0;;;;;['Integrated'];Intel;UHD Graphics 615;['Windows 10 Pro Academic std'];['SSD'];128.0;;128.0;;;['Touch display', 'Stylus support', 'Operating system'];720 p;;;;;;;Detachable;['Silver'];0.54;USB-C;;;['Headphone input'];1.0;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;245.0;8.3;175.0;;Microsoft Surface;;;;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;;;;;;;;;;11.0;;;;;;;;;;
1238;MSI Titan GT77HX 13VH-232CZ;89990.0;74372.0;;;Last piece in stock;17.3;3840 × 2160 p× px;LED;Matte;16:9;144.0;;['72% NTSC'];Intel Core i9;;Intel Core i9 13980HX Raptor Lake;24.0;4.0;5.6;55.0;36.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];32.0;DDR5;;2.0;4.0;['Dedicated'];NVIDIA GeForce;RTX 4080;['Windows 11 Home'];['SSD'];2000.0;PCIe NVMe;2000.0;1.0;3.0;['Operating system', 'RGB backlit keyboard'];720 p;No charging via USB-C;;99.0;330.0;;;Rigid (classic laptop);;3.3;Thunderbolt 4;HDMI, DisplayPortDigital graphic output, suitable for transmission of uncompressed digital high-definition content. Supports up to 8-channel audio and 3D images. Not compatible with DVI and HDMI connectors.;['RJ-45 (LAN)'];['Combo Audio Jack'];;;Bluetooth v5.3;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;397.0;23.0;330.0;['CZ', 'SK'];MSI series GT;;;['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;Raptor Lake (13th generation);12.0;175.0;;;;4.0;2.0;3.0;;;;;;;;;;;
1239;ASUS ExpertBook B1 B1400CEAE-EB3306X Star Black metal;16990.0;14041.0;;;In stock > 5 pcs;14.0;1920 × 1080 p× px;IPS;Anti-Glare;16:9;;250.0;;Intel Core i5;;Intel Core i5 1135G7 Tiger Lake;4.0;2.4;4.2;15.0;8.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];8.0;DDR4;;;;['Integrated'];Intel;Iris Xe Graphics;['Windows 11 Pro'];['SSD'];256.0;PCIe NVMe;256.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system', 'TPM 2.0', 'NumberPad'];720 p;Can be charged via USB-C;4,5/3,0 mm;42.0;;;;Rigid (classic laptop);['Black'];1.45;USB-C;HDMI, USB-C;['RJ-45 (LAN)'];['Combo Audio Jack'];1.0;;Bluetooth v5.2;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;323.4;19.2;215.6;['CZ', 'SK'];Asus ExpertBook;;;;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;Tiger Lake (11th generation);;;;;;3.0;;2.0;;;;1.0;;;;;;;
1240;Dell Alienware x17 R2 Silver;87990.0;72719.0;;;Last piece in stock;17.3;1920 × 1080 p× px;WVA;Anti-Glare;16:9;360.0;300.0;['100% sRGB'];Intel Core i7;;Intel Core i7 12700H Alder Lake;14.0;3.5;4.7;45.0;24.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];32.0;DDR5;4.8;2.0;2.0;['Gaming'];NVIDIA GeForce;RTX 3080 Ti;['Windows 11 Home'];['SSD'];1000.0;M.2;1000.0;1.0;2.0;['Memory Card Reader', 'Operating system', 'TPM 2.0', 'Nvidia G-SYNC', 'Windows Hello', 'RGB backlit keyboard'];720 p;Can be charged via USB-C;7.4/5.1mm;87.0;330.0;;;Rigid (classic laptop);['Silver'];2.99;Thunderbolt 4;HDMI, Mini DisplayPortA smaller version of the digital graphic output, suitable for transmitting uncompressed digital content., USB-C;['RJ-45 (LAN)'];['Combo Audio Jack'];1.0;2.0;Bluetooth v5.2;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;399.23;14.75;299.57;['EN'];Dell Alienware;['Windows 11 compatible'];['On-site'];['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Alder Lake (12th generation);16.0;175.0;1.59;;;6.0;1.0;;;;;;;;;;;;
1241;Fujitsu LIFEBOOK U7412;36890.0;30488.0;;;In stock 1 pcs;14.0;1920 × 1080 p× px;IPS;Matte;16:9;;300.0;;Intel Core i7;;Intel Core i7 1255U Alder Lake;10.0;3.5;4.7;15.0;12.0;['Automatic Overclocking', 'HyperThreading', 'Low energy consumption', 'Virtualization Support'];32.0;DDR4;3.2;1.0;2.0;['Integrated'];Intel;Iris Xe Graphics;['Windows 11 Pro'];['SSD'];1000.0;PCIe NVMe;1000.0;1.0;1.0;['Backlit keyboard', 'Touch display', 'Memory Card Reader', 'Operating system', 'TPM 2.0', 'Windows Hello', 'Smart card reader'];720 p;Can be charged via USB-C;USB-C;60.0;65.0;11.5;;Rigid (classic laptop);['Black'];1.13;Thunderbolt 4;HDMI;['RJ-45 (LAN)'];['Combo Audio Jack'];;;Bluetooth v5.2;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;322.0;18.9;211.0;['CZ', 'SK'];Fujitsu Lifebook U7;;['No extended warranty'];['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;Alder Lake (12th generation);;;;0.0;0.0;4.0;2.0;2.0;;;;;;;;;['Docking connector'];;
1242;GIGABYTE G5 MF;24590.0;20322.0;;;In stock 1 pcs;15.6;1920 × 1080 p× px;IPS;Matte;16:9;144.0;;;Intel Core i5;;Intel Core i5 12500H Alder Lake;12.0;2.5;4.5;95.0;18.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];8.0;DDR4;3.2;1.0;2.0;['Gaming'];NVIDIA GeForce;RTX 4050;['Windows 11 Home'];['SSD'];512.0;PCIe NVMe;512.0;1.0;2.0;['Memory Card Reader', 'Operating system', 'TPM 2.0', 'RGB backlit keyboard'];1080 p;No charging via USB-C;;54.0;150.0;;;Rigid (classic laptop);['Black'];1.9;;HDMI, Mini DisplayPortA smaller version of the digital graphic output, suitable for transmitting uncompressed digital content.;['RJ-45 (LAN)'];['Combo Audio Jack', 'Microphone input'];2.0;1.0;Bluetooth v5.2;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;360.0;22.7;238.0;['EN'];;['Windows 11 compatible'];;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Alder Lake (12th generation);6.0;75.0;2.13;;;;;;;;;1.0;;;;;;;
1243;Lenovo ThinkPad T14 Gen 3 Thunder Black;29390.0;24289.0;;;In stock 2 pcs at the partner's;14.0;1920 × 1200 p× px;IPS;Anti-Glare;16:10;60.0;300.0;['45% NTSC'];Intel Core i5;;Intel Core i5 1235U Alder Lake;10.0;0.9;4.4;55.0;12.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];8.0;DDR4;3.2;0.0;1.0;['Integrated'];Intel;Iris Xe Graphics;['Windows 11 Pro'];['SSD'];512.0;PCIe NVMe;512.0;1.0;1.0;['Backlit keyboard', 'Fingerprint Reader', 'Operating system', 'TPM 2.0'];1080 p;Can be charged via USB-C;USB-C;39.0;65.0;19.9;;Rigid (classic laptop);['Black'];1.21;Thunderbolt 4;HDMI, USB-C;['RJ-45 (LAN)'];['Combo Audio Jack'];;2.0;Bluetooth v5.2;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;317.7;17.9;226.9;['CZ', 'SK'];Lenovo ThinkPad T;['TÜV Low Blue Light', 'MIL-STD-810H'];['On-site'];['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;Alder Lake (12th generation);;;;0.0;0.0;;2.0;;;;;;;;;;;;
1244;MSI Stealth GS66 12UHS-085CZ;95990.0;79331.0;;;Last piece in stock;15.6;3840 × 2160 p× px;IPS;Matte;16:9;120.0;;['100% Adobe RGB'];Intel Core i7;;Intel Core i7 12700H Alder Lake;14.0;2.3;4.7;45.0;24.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];32.0;DDR5;4.8;2.0;2.0;['Gaming'];NVIDIA GeForce;RTX 3080 Ti;['Windows 11 Home'];['SSD'];1000.0;PCIe NVMe;1000.0;1.0;2.0;['Fingerprint Reader', 'Operating system', 'MUX Switch', 'RGB backlit keyboard'];720 p;No charging via USB-C;;99.9;240.0;;;Rigid (classic laptop);['Black'];2.1;;HDMI, Mini DisplayPortA smaller version of the digital graphic output, suitable for transmitting uncompressed digital content.;['RJ-45 (LAN)'];['Combo Audio Jack'];3.0;;Bluetooth v5.2;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;358.3;19.8;248.0;['CZ', 'SK'];MSI series GS;['Windows 11 compatible'];;['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;Alder Lake (12th generation);16.0;105.0;;;;4.0;1.0;2.0;;;;;;;;;;;
1245;Lenovo IdeaPad Flex 5 14ABR8 Stone Blue + Lenovo Active Stylus (záruka na 3 roky po registraci);22290.0;18421.0;;;In stock > 5 pcs;14.0;1920 × 1200 p× px;IPS;Glossy;16:10;60.0;300.0;['45% NTSC'];AMD Ryzen 7;Zen 3 (5th generation);AMD Ryzen 7 7730U;8.0;2.0;4.5;15.0;16.0;['Automatic Overclocking', 'Virtualization Support'];16.0;LPDDR4X;4.266;0.0;0.0;['Integrated'];AMD Radeon;Graphics;['Windows 11 Home'];['SSD'];1000.0;PCIe NVMe;1000.0;1.0;1.0;['Backlit keyboard', 'Touch display', 'Fingerprint Reader', 'Memory Card Reader', 'Stylus support', 'Operating system', 'TPM 2.0'];720 p;Can be charged via USB-C;Lenovo Wall Adapter;52.5;65.0;15.0;['Plastic'];Reflexive;['Blue'];1.55;USB-C;HDMI, USB-C;;['Combo Audio Jack'];1.0;2.0;Bluetooth v5.1;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;313.1;17.8;224.9;['CZ', 'SK'];Lenovo Flex;['TÜV Low Blue Light', 'Windows 11 compatible'];['No extended warranty'];['Power adapter', 'Power cable', 'Stylus'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;;;;;0.0;0.0;;;;;;;;;;;;;;
1246;"MacBook Air 13"" M2 SK 2022 Temně inkoustový";76590.0;63298.0;;;In stock 1 pcs;13.6;2560 × 1664 p× px;IPS;Glossy;16:10;;500.0;;Apple Silicon;;Apple M2 (8-core);8.0;;;;;;24.0;;;;;['Integrated'];Apple;M2 10-core GPU;['macOS'];['SSD'];2000.0;;2000.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];1080 p;Can be charged via USB-C;;52.6;67.0;;['All-metal (unibody)'];Rigid (classic laptop);['Dark blue'];1.24;Thunderbolt 4;USB-C;;['Headphone input'];;;Bluetooth v5.0;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.0;11.3;215.0;['SK'];Apple MacBook Air;;;['Power adapter', 'Power cable'];;Digital student SK;;;;;;;;2.0;;18.0;Yes;M2;;;;;;;;
1247;Dell Vostro 3420;22290.0;18421.0;;;In stock > 5 pcs;14.0;1920 × 1080 p× px;IPS;Anti-Glare;16:9;60.0;250.0;;Intel Core i5;;Intel Core i5 1135G7 Tiger Lake;4.0;2.4;4.2;28.0;8.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];8.0;DDR4;2.666;1.0;2.0;['Integrated'];Intel;Iris Xe Graphics;['Windows 11 Pro'];['SSD'];512.0;M.2;512.0;1.0;1.0;['Backlit keyboard', 'Fingerprint Reader', 'Memory Card Reader', 'Operating system', 'TPM 2.0'];720 p;No charging via USB-C;4,5/3,0 mm;41.0;65.0;;;Rigid (classic laptop);['Black'];1.49;;HDMI;['RJ-45 (LAN)'];['Combo Audio Jack'];;1.0;Bluetooth v5.0;['WiFi 802.11ac'];WiFi 5;Without Optical Drive;321.27;19.48;220.26;['CZ', 'SK'];Dell Vostro;;['On-site'];['Power adapter'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Tiger Lake (11th generation);;;;;;3.0;;;;;;1.0;;;;;;;
1248;"Macbook Air 13"" M1  Space Grey CZ 2020";19637.0;16229.0;4.9;153.0;Slightly used;13.3;2560 × 1600 p× px;IPS;Glossy;16:10;;;;Apple Silicon;;Apple M1;8.0;;;;4.0;['Automatic Overclocking', 'HyperThreading', 'Low energy consumption', 'Virtualization Support'];8.0;;;;;['Integrated'];Apple;M1 7-core GPU;['macOS'];['SSD'];256.0;NVME;256.0;;;['Backlit keyboard', 'Fingerprint Reader', 'Operating system'];720 p;Can be charged via USB-C;;50.0;;18.0;['All-metal (unibody)'];Rigid (classic laptop);['Grey'];1.25;;;;;2.0;;Bluetooth v5.0;['WiFi 802.11ac', 'WiFi 802.11n', 'WiFi 802.11g', 'WiFi 802.11b', 'WiFi 802.11a', 'WiFi 802.11ax'];WiFi 6;Without Optical Drive;304.0;16.1;212.0;['CZ'];Apple MacBook Air;;;;;;;;;;;;;;;;Yes;M1;;;;;;;;
1249;Dell Vostro 3420;24390.0;20157.0;;;In stock > 5 pcs;14.0;1920 × 1080 p× px;;Matte;16:9;;;['45% NTSC'];Intel Core i7;;Intel Core i7 1165G7 Tiger Lake;4.0;2.8;4.7;28.0;12.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];8.0;DDR4;3.2;1.0;2.0;['Integrated'];Intel;Iris Xe Graphics;['Windows 11 Pro'];['SSD'];512.0;M.2;512.0;1.0;1.0;['Backlit keyboard', 'Fingerprint Reader', 'Memory Card Reader', 'Operating system'];720 p;No charging via USB-C;4,5/3,0 mm;54.0;65.0;;;Rigid (classic laptop);['Black'];1.49;;HDMI;['RJ-45 (LAN)'];['Combo Audio Jack'];1.0;1.0;Bluetooth v5.0;['WiFi 802.11ac'];WiFi 5;Without Optical Drive;321.27;19.48;220.26;['CZ', 'SK'];Dell Vostro;;['On-site'];;['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;Tiger Lake (11th generation);;;;;;4.0;;;;;;1.0;;;;;;;
1250;ASUS ROG Flow Z13 GZ301ZC-LD122W Black + ROG XG Mobile with RTX 3080;48961.0;40464.0;5.0;2.0;Unsealed;13.4;1920 × 1200 p× px;IPS;Glossy;16:10;120.0;500.0;;Intel Core i7;;Intel Core i7 12700H Alder Lake;14.0;2.3;4.7;45.0;24.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];16.0;LPDDR5;;;;['Gaming'];NVIDIA GeForce;RTX 3050;['Windows 11 Home'];['SSD'];512.0;PCIe NVMe;512.0;1.0;;['Touch display', 'Fingerprint Reader', 'Memory Card Reader', 'Operating system', 'MUX Switch', 'TPM 2.0', 'RGB backlit keyboard'];720 p;Can be charged via USB-C;USB-C;56.0;100.0;;;Detachable;['Black'];1.8;USB-C, Thunderbolt 4;USB-C;;['Combo Audio Jack'];1.0;;Bluetooth v5.2;['WiFi 802.11ax'];WiFi 6;Without Optical Drive;302.0;12.0;204.0;['CZ', 'SK'];Asus ROG;;;['Power adapter', 'Stylus', 'External graphics card RTX 3080'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];Digital student SK;Alder Lake (12th generation);4.0;40.0;1107.5;;;4.0;1.0;;;;;1.0;;;;;;;
1251;HP ZBook Firefly 14 G10 5 let ONSITE servis;49690.0;41066.0;;;In stock 2 pcs;14.0;2560 × 1600 p× px;IPS;Anti-Glare;16:10;120.0;500.0;;Intel Core i7;;Intel Core i7 1365U Raptor Lake;10.0;1.3;5.2;15.0;12.0;['Automatic Overclocking', 'HyperThreading', 'Virtualization Support'];64.0;DDR5;4.8;2.0;2.0;['Dedicated'];NVIDIA Quadro;RTX A500;['Windows 11 Pro'];['SSD'];2000.0;PCIe NVMe;2000.0;1.0;1.0;['Fingerprint Reader', 'Operating system', 'TPM 2.0'];1920 p;Can be charged via USB-C;USB-C;51.0;65.0;11.25;;Rigid (classic laptop);['Silver'];1.45;Thunderbolt 4;HDMI;;['Combo Audio Jack'];;2.0;Bluetooth v5.3;['WiFi 802.11ax (6GHz)'];WiFi 6E;Without Optical Drive;315.6;19.9;224.3;['CZ', 'SK'];HP ZBook;['Windows 11 compatible'];;['Power adapter', 'Power cable'];['Czechia', 'Slovakia', 'Hungary', 'Germany', 'Russia', 'Austria', 'Croatia', 'France', 'Poland', 'Romania', 'Slovenia'];;Raptor Lake (13th generation);4.0;60.0;;0.0;0.0;3.0;2.0;;;;;;;;;;;;
